,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,review
168,168,8.08E+12,Bluespark Mercedes A250 2.0 BlueEFFICIENCY 211PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-06-26T06:39:45+01:00,826,870,1000,TRUE,PT-2956,['So good 🤍']
169,169,8.08E+12,Bluespark Mercedes A250 2.0 BlueEFFICIENCY 211PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-06-26T06:39:45+01:00,1062,1118,1000,TRUE,PT-2956-BT,['So good 🤍']
170,170,7.91E+12,Masata MR13 Audi 8Y RS3 2.5 TFSI Tuning Box,Masata,Tuning Remap,Tuning Box,2022-11-10T06:12:09+00:00,1422,,1000,FALSE,MST7009,"['The knowledgeable staff at mlp provided me with valuable guidance in selecting the right car parts for my vehicle.', ""I've had no compatibility issues with mlp's car parts. They seamlessly fit into my vehicle's existing systems."", 'Cheers for a great service from ML.']"
171,171,7.91E+12,Masata MR13 Toyota GR Yaris 1.6L Tuning Box,Masata,Tuning Remap,Tuning Box,2022-11-10T06:12:06+00:00,2480,,1000,FALSE,MST7008,"['The team at ML Performance were absolutely fantastic on their knowledge of the products they sell. The dispatch and service was excellent.', 'Very happy with my purchase. Delivered next day! There was a hand written note inside the box, ML performance really care about the customers. Will definitely order again. Best customer service! Highly recommended!', 'Fast smooth service as always, super efficient will definitely deal with again and recommend to other people \r\nMany thanks again ML performance']"
172,172,7.91E+12,"Masata MR13 BMW B58 Tuning Box (Inc. M140i, M240i, 340i & 440i)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:37:25+00:00,2480,,1000,FALSE,MST7006,"[""The performance enhancements provided by mlp's car parts have made my vehicle more fun to drive. It's a thrilling experience."", 'First time using ML Performance and I shall be using them again. Very informative throughout to let you know where your items are and very good prices. Will be using these again!\r\nGraham', 'MLP is simply amazing, spoke to the lady on the phone who recommended this. received it literally the next day after I ordered it!']"
173,173,7.91E+12,Masata MR13 Mercedes A35 AMG 2.0L Tuning Box,Masata,Tuning Remap,Tuning Box,2022-10-31T13:38:23+00:00,1943,1988,1000,TRUE,MST7005,"[""I have been buying from ML for many years and it's nice to see how the website has been improving to today's stage"", 'There was even a little note in the parcel apologising for any delay even though there wasnt any which was a nice touch. I was also impressed that this UK company - ML Performance.']"
174,174,7.91E+12,"Masata MR13 BMW B48 Tuning Box (Inc. 120i, 220i, 320i & 520i)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:38:47+00:00,2480,,1000,FALSE,MST7003,"['I ordered from ML Performance and they arrived a few days later by recorded delivery and with a personal note inside thanking me for my order. Very happy with the product and level of customer service from ML Performance.', 'Outstanding support from ML Performance.', 'As always, thanks ML team!']"
175,175,7.91E+12,"Masata MR13 BMW Toyota B58 Tuning Box (Inc. G42 M240i, G20 M340i, G29 Z4 M40i & A90 GR Supra)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:39:36+00:00,1267,1292,1000,FALSE,MST7001,"['With MLPs usual high level of service, there no better place to buy it.', 'Had a slight issue but the team sorted it within hours. Great service and a great product. Thanks to the ML performance team', 'Kudos to ML fast delivery and great prices as per normal - return customer']"
176,176,7.88E+12,"Bootmod3 OTS Maps Bundle For BMW N13 F Chassis (Inc. 116i, 118i, 316i & 320i)",Bootmod3,Tuning Remap,ECU Remap,2022-10-03T09:40:07+01:00,343,346,1000,TRUE,BM3-N13-OTS,[]
177,177,7.82E+12,Integrated Engineering IE Audi C7.5 CREC 3.0T Supercharged Performance ECU Tune (A6 & A7),Integrated Engineering,Tuning Remap,ECU Remap,2022-08-23T06:00:10+01:00,3920,4355,100,TRUE,IESOVJ21,"[""mlp's car parts have exceeded my expectations in terms of quality and reliability. They are built to last.""]"
178,178,7.82E+12,Integrated Engineering IE Audi C7.5 CREC 3.0T Supercharged Performance ECU Tune (A6 & A7),Integrated Engineering,Tuning Remap,ECU Remap,2022-08-23T06:00:10+01:00,4356,4840,100,TRUE,IESOVJ22,"[""mlp's car parts have exceeded my expectations in terms of quality and reliability. They are built to last.""]"
179,179,7.67E+12,Xatrix BMW N55 E90 E92 E93 335i Xatrix370 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:00+01:00,2480,,0,FALSE,XM0029,[]
180,180,7.60E+12,"BMS Audi Seat VW JB4 Tuning Box Group 18 (Inc. 8Y S3, Cupra Leon & MK8 Golf R)",BMS,Tuning Remap,Tuning Box Accessories,2022-03-03T10:27:35+00:00,2593,,2000,FALSE,BMS191,[]
181,181,7.50E+12,Xatrix BMW S63 F90 M5 / M5 Competition Xatrix700 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:02+01:00,3274,3308,0,TRUE,XM0008,[]
182,182,7.13E+12,Evolve MINI N14 R56 ECU Remap & Evolve-R (Cooper S & Cooper S JCW),Evolve,Tuning Remap,ECU Remap,2021-10-08T14:11:17+01:00,2441,,1000,FALSE,EVOLVERRJCW,[]
183,183,7.11E+12,Integrated Engineering IE Audi C7 C7.5 4.0T EA824 Stage 1 Performance ECU Tune (S6 & S7),Integrated Engineering,Tuning Remap,ECU Remap,2021-09-30T10:43:03+01:00,3920,4355,100,TRUE,IESOVP11,['The comprehensive product information provided by mlp helped me make informed decisions about the car parts I needed.']
184,184,6.88E+12,BMS MINI B38 B48 B58 JB4 Tuning Box (Cooper S & JCW),BMS,Tuning Remap,Tuning Box,2021-06-21T06:23:53+01:00,2499,,2000,FALSE,BMS180,[]
185,185,6.88E+12,BMS MINI B38 B48 B58 JB4 Tuning Box (Cooper S & JCW),BMS,Tuning Remap,Tuning Box,2021-06-21T06:23:53+01:00,2499,,2000,FALSE,BMS181,[]
186,186,6.68E+12,Ventura BMW B48 G20 G21 330e Tuning Box,Ventura,Tuning Remap,Tuning Box,2021-04-14T06:56:30+01:00,2276,2297,2000,TRUE,V-G30-B48-330e,[]
187,187,6.06E+12,Evolve BMW E90 E92 E93 M3 Evolve GTS DCT Gearbox Software,Evolve,Tuning Remap,ECU Remap,2021-01-05T06:30:56+00:00,559,,1000,FALSE,EVOLVEE92M3GTS,[]
188,188,5.99E+12,"Sprint Booster Bentley Porsche Pedal V3 Tuner (Cayenne (E2), Continental GT & Brooklands)",Sprint Booster,Tuning Remap,Tuning Box,2020-12-12T09:50:21+00:00,1109,1193,2000,TRUE,RSBD162,[]
189,189,5.93E+12,BMS Honda 2.0L Turbo FK8 Civic Type R JB4 Tuning Box,BMS,Tuning Remap,Tuning Box Accessories,2020-11-26T05:22:37+00:00,2499,,2000,FALSE,BMS151,[]
190,190,5.92E+12,Bluespark VW 1.4TSI 150PS MK7 Golf Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2020-11-24T11:09:20+00:00,826,870,1000,TRUE,pt-6838,[]
191,191,5.92E+12,Bluespark VW 1.4TSI 150PS MK7 Golf Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2020-11-24T11:09:20+00:00,1062,1118,1000,TRUE,pt-6838-BT,[]
192,192,5.77E+12,Evolve BMW F90 M5 TCU Gearbox Remap,Evolve,Tuning Remap,ECU Remap,2020-10-16T12:11:32+01:00,1863,,1000,FALSE,EVOLVEF90M5TCU,[]
193,193,5.67E+12,Evolve BMW Evolve-R Flash Cable,Evolve,Tuning Remap,Tuning Box Accessories,2020-09-21T14:52:14+01:00,824,,1000,FALSE,EVOLVE-R-CABLE,[]
194,194,5.66E+12,Evolve BMW B48 F45 F46 220i 184HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-09-18T12:29:43+01:00,2232,,1000,FALSE,EVOLVEF4X220IB48,[]
195,195,5.54E+12,Bluespark BMW N13 F20 F21 118i 136PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2020-08-18T11:15:44+01:00,826,870,1000,TRUE,pt-9427,[]
196,196,5.54E+12,Bluespark BMW N13 F20 F21 118i 136PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2020-08-18T11:15:44+01:00,1062,1118,1000,TRUE,pt-9427-BT,[]
197,197,4.69E+12,Integrated Engineering Audi 2.0T TSI B9 Gen 3 Performance ECU Remote Tune (A4 & A5),Integrated Engineering,Tuning Remap,ECU Remap,2020-05-16T04:37:17+01:00,2454,2727,2400,TRUE,IESOVN31,['The guys at ML recommended this as an alternative. Received it next day and quality is really good I must say. Thanks guys!']
198,198,4.69E+12,Integrated Engineering Audi 2.0T TSI B9 Gen 3 Performance ECU Remote Tune (A4 & A5),Integrated Engineering,Tuning Remap,ECU Remap,2020-05-16T04:37:17+01:00,2830,3144,2400,TRUE,IESOVN32,['The guys at ML recommended this as an alternative. Received it next day and quality is really good I must say. Thanks guys!']
199,199,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T IS20 MQB Performance ECU Remote Tune (MK7/MK7.5 Golf GTI, Golf GLI & 8V/8V.5 A3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-09T21:51:35+01:00,2454,2727,100,TRUE,IESOVN11,"[""The affordability of MLP's car parts is a big plus. I can maintain my vehicle without breaking the bank.""]"
200,200,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T IS20 MQB Performance ECU Remote Tune (MK7/MK7.5 Golf GTI, Golf GLI & 8V/8V.5 A3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-09T21:51:35+01:00,2830,3144,100,TRUE,IESOVN12,"[""The affordability of MLP's car parts is a big plus. I can maintain my vehicle without breaking the bank.""]"
201,201,4.68E+12,"Integrated Engineering IE Audi Volkswagen 2.0T IS20 MQB Performance ECU Remote Tune (MK7/MK7.5 Golf GTI, Golf GLI & 8V/8V.5 A3)",Integrated Engineering,Tuning Remap,ECU Remap,2020-05-09T21:51:35+01:00,3702,4113,100,TRUE,IESOVN13,"[""The affordability of MLP's car parts is a big plus. I can maintain my vehicle without breaking the bank.""]"
202,202,4.65E+12,"BMS BMW N63 F01 F15 F16  F07 G12 G14 G30 JB4 Tuning Box (Inc. 550i, 650i M850i & X5 M50i)",BMS,Tuning Remap,Tuning Box Accessories,2020-04-24T15:02:24+01:00,2829,,2000,FALSE,BMS104,[]
203,203,4.65E+12,"BMS BMW N63 F01 F15 F16  F07 G12 G14 G30 JB4 Tuning Box (Inc. 550i, 650i M850i & X5 M50i)",BMS,Tuning Remap,Tuning Box Accessories,2020-04-24T15:02:24+01:00,2829,,2000,FALSE,BMS105,[]
204,204,4.65E+12,"BMS BMW N63 F01 F15 F16  F07 G12 G14 G30 JB4 Tuning Box (Inc. 550i, 650i M850i & X5 M50i)",BMS,Tuning Remap,Tuning Box Accessories,2020-04-24T15:02:24+01:00,2829,,2000,FALSE,BMS106,[]
205,205,4.65E+12,"BMS BMW N63 F01 F15 F16  F07 G12 G14 G30 JB4 Tuning Box (Inc. 550i, 650i M850i & X5 M50i)",BMS,Tuning Remap,Tuning Box Accessories,2020-04-24T15:02:24+01:00,2829,,2000,FALSE,BMS107,[]
206,206,4.65E+12,"BMS BMW N63 F01 F15 F16  F07 G12 G14 G30 JB4 Tuning Box (Inc. 550i, 650i M850i & X5 M50i)",BMS,Tuning Remap,Tuning Box Accessories,2020-04-24T15:02:24+01:00,2829,,2000,FALSE,BMS108,[]
207,207,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-1,[]
208,208,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-3,[]
209,209,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-5,[]
210,210,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-7,[]
211,211,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-2,[]
212,212,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-4,[]
213,213,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-6,[]
214,214,4.64E+12,Evolve BMW F10 M5 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-14T19:13:14+01:00,3350,,1000,FALSE,EVOLVERF10M5-8,[]
215,215,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-1,[]
216,216,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-3,[]
217,217,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-5,[]
218,218,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-7,[]
219,219,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-2,[]
220,220,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-4,[]
221,221,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-6,[]
222,222,4.63E+12,Evolve BMW F06 F12 F13 M6 Stage 1 & Stage 2 ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-13T14:31:43+01:00,3350,,1000,FALSE,EVOLVERF12M6-8,[]
223,223,4.63E+12,Evolve BMW B48 G20 330i 258HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:50:52+01:00,2605,,1000,FALSE,EVOLVERG2X330i,[]
224,224,4.55E+12,Evolve BMW N63 G14 G15 M850i ECU Performance Remap with Evolve-R,Evolve,Tuning Remap,ECU Remap,2020-02-06T14:09:11+00:00,5586,,1000,FALSE,EVOLVERG15M850i,[]
225,225,4.49E+12,Bluespark BMW B48 F30 F31 320i 184PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2019-12-27T21:56:38+00:00,826,870,1000,TRUE,pt-8475,[]
226,226,4.49E+12,Bluespark BMW B48 F30 F31 320i 184PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2019-12-27T21:56:38+00:00,1062,1118,1000,TRUE,pt-8475-BT,[]
227,227,4.42E+12,"BMS BMW N13 F20 F21 JB+ (114i, 116i, 118i, 120i, 316i & 316Li)",BMS,Tuning Remap,Tuning Box,2019-11-25T22:14:31+00:00,1271,,1000,FALSE,BMS065,['WBA1A110XDE917474']
228,228,1.70E+12,Ventura BMW B48 Tuning Box F32 F33 F36 420i (2.0),Ventura,Tuning Remap,Tuning Box,2020-05-07T04:02:11+01:00,2276,2297,2000,TRUE,VTR001,[]
229,229,1.68E+12,BMS Audi VW EA211 JB4 Beta (1.2 & 1.4 TFSI/TSI),BMS,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,1824,,1000,FALSE,BMS048,[]
230,230,1.56E+12,Blackbox BMW E90 E92 325D (197PS) Diesel Tuner,Blackbox,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,1456,1473,1000,TRUE,pb-626,[]
231,231,11383367572,BMS Mini Cooper S N18 JB+,BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,1495,,1000,FALSE,MINI-N18-JB,['Notable increase in performance and torque. All round improvement. Helpful guys at ML Performance.']
232,232,8.67E+12,Bluespark BMW G42 220i B48 184PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-06-12T07:03:09+01:00,826,870,1000,TRUE,PT-11344,[]
233,233,8.67E+12,Bluespark BMW G42 220i B48 184PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-06-12T07:03:09+01:00,1062,1118,1000,TRUE,PT-11344-BT,[]
234,234,8.40E+12,Bluespark BMW 218i 136PS 1.5 Bluespark Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-03-14T08:16:05+00:00,826,870,3000,TRUE,PT-8469,[]
235,235,8.40E+12,Bluespark BMW 218i 136PS 1.5 Bluespark Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-03-14T08:16:05+00:00,1062,1118,3000,TRUE,PT-8469-BT,[]
236,236,8.38E+12,Bootmod3 Remap/Tuning License For BMW N63T2 G11 G12 G30 - FREE ENET CABLE (M550 & 750I),Bootmod3,Tuning Remap,ECU Remap,2024-02-29T13:24:47+00:00,4174,,1000,TRUE,BM3-N63T2,[]
237,237,8.37E+12,"Integrated Engineering IE Audi C8 4M 4.0T V8 EA825 ECU Tune (Inc. RS6, S8, SQ7 & RSQ8)",Integrated Engineering,Tuning Remap,ECU Remap,2024-02-20T05:14:37+00:00,6535,7262,100,TRUE,IESOWC11,[]
238,238,8.36E+12,Bluespark Audi 8Y RS3 2.5 TFSI 400PS 3-Channel Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-02-09T10:27:28+00:00,1888,1988,1000,TRUE,24PT-11611,[]
239,239,8.36E+12,Bluespark Audi 8Y RS3 2.5 TFSI 400PS 3-Channel Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-02-09T10:27:28+00:00,2124,2236,1000,TRUE,24PT-11611-BT,[]
240,240,8.36E+12,Bluespark Mercedes 221 S350 BlueTEC 258PS 3Pro+ Boost Diesel Turbo Tuning Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-02-05T06:26:02+00:00,1322,1392,5000,TRUE,PB-3189,[]
241,241,8.36E+12,Bluespark Mercedes 221 S350 BlueTEC 258PS 3Pro+ Boost Diesel Turbo Tuning Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-02-05T06:26:02+00:00,1558,1640,5000,TRUE,PB-3190-BT,[]
242,242,8.32E+12,VUDU Performance Remap Software Tuning Tool,VUDU,Tuning Remap,Tuning & Remap,2024-01-02T22:20:47+00:00,2053,2231,200,TRUE,SPFFSTMK7S1VP225-HT,[]
243,243,8.27E+12,"Xatrix BMW S58 G80 G82 G83 Xatrix675 ECU Remap (Inc. M3, M3 Competition & M4 Competition)",Xatrix,Tuning Remap,ECU Remap,2023-11-17T04:06:10+00:00,2947,2976,0,TRUE,XM0032,[]
244,244,8.27E+12,"Xatrix BMW S58 G80 G82 G83 Xatrix675 ECU Remap (Inc. M3, M3 Competition & M4 Competition)",Xatrix,Tuning Remap,ECU Remap,2023-11-17T04:06:10+00:00,4715,4765,0,TRUE,XM0033,[]
245,245,8.23E+12,Bluespark BMW G20 G21 M340i B58 374PS 3-Channel Pro Petrol Tuning Module3.0,Bluespark,Tuning Remap,Tuning Box,2023-10-24T06:17:40+01:00,1416,1491,1000,TRUE,24PT-10822,[]
246,246,8.23E+12,Bluespark BMW G20 G21 M340i B58 374PS 3-Channel Pro Petrol Tuning Module3.0,Bluespark,Tuning Remap,Tuning Box,2023-10-24T06:17:40+01:00,1652,1739,1000,TRUE,24PT-10822-BT,[]
247,247,8.20E+12,Bluespark VW Polo 1.2 TSI 105PS Bluespark Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-10-02T10:16:59+01:00,826,870,3000,TRUE,PT-6634,[]
248,248,8.20E+12,Bluespark VW Polo 1.2 TSI 105PS Bluespark Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-10-02T10:16:59+01:00,1062,1118,3000,TRUE,PT-6634-BT,[]
249,249,8.18E+12,Bluespark MINI Countryman 2.0 John Cooper Works 306PS 3-Channel Pro Petrol Turbo Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-29T14:32:18+01:00,1416,1491,1000,TRUE,24PT-10818,[]
250,250,8.18E+12,Bluespark MINI Countryman 2.0 John Cooper Works 306PS 3-Channel Pro Petrol Turbo Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-29T14:32:18+01:00,1652,1739,1000,TRUE,24PT-10818-BT,[]
251,251,8.18E+12,Bluespark MINI Clubman 2.0 John Cooper Works All4 231PS 3-Channel Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-28T06:11:25+01:00,1416,1491,1000,TRUE,24PT-8462,[]
252,252,8.18E+12,Bluespark MINI Clubman 2.0 John Cooper Works All4 231PS 3-Channel Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-28T06:11:25+01:00,1652,1739,1000,TRUE,24PT-8462-BT,[]
253,253,8.18E+12,Bluespark MINI Clubman 2.0 John Cooper Works All4 231PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-28T06:02:01+01:00,826,870,1000,TRUE,PT-8462,[]
254,254,8.18E+12,Bluespark MINI Clubman 2.0 John Cooper Works All4 231PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-08-28T06:02:01+01:00,1062,1118,1000,TRUE,PT-8462-BT,[]
255,255,8.09E+12,Bluespark Land Rover Range Rover Sport 3.6 TDV8 272PS Bluespark Pro Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-07-04T09:23:08+01:00,944,994,1000,TRUE,P-2725,[]
256,256,8.09E+12,Bluespark Land Rover Range Rover Sport 3.6 TDV8 272PS Bluespark Pro Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-07-04T09:23:08+01:00,1180,1242,1000,TRUE,P-2725-BT,[]
257,257,8.08E+12,Bluespark Ford Ranger Raptor 3.0 V6 ECOBOOST 4WD 292PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-06-26T13:09:34+01:00,1888,1988,1000,TRUE,PTS-12141,[]
258,258,8.08E+12,Bluespark Ford Ranger Raptor 3.0 V6 ECOBOOST 4WD 292PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-06-26T13:09:34+01:00,2124,2236,1000,TRUE,PTS-12141-BT,[]
259,259,8.07E+12,Bluespark Kia Stinger 3.3 T-GDi 4WD 370PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-05-30T23:07:39+01:00,826,870,1000,TRUE,PT-10285,[]
260,260,8.07E+12,Bluespark Kia Stinger 3.3 T-GDi 4WD 370PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2023-05-30T23:07:39+01:00,1062,1118,1000,TRUE,PT-10285-BT,[]
261,261,8.07E+12,"MLP BMW S55 F80 F82 F87 MHD Custom Remote Tuning (M2 Competition, M3 & M4)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:57:16+01:00,2594,2620,1000,TRUE,MLP922,[]
262,262,8.07E+12,"MLP BMW S55 F80 F82 F87 MHD Custom Remote Tuning (M2 Competition, M3 & M4)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:57:16+01:00,2827,2858,1000,TRUE,MLP923,[]
263,263,8.07E+12,"MLP BMW S55 F80 F82 F87 MHD Custom Remote Tuning (M2 Competition, M3 & M4)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:57:16+01:00,2594,2620,1000,TRUE,MLP924,[]
264,264,8.07E+12,"MLP BMW S55 F80 F82 F87 MHD Custom Remote Tuning (M2 Competition, M3 & M4)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:57:16+01:00,2827,2858,1000,TRUE,MLP925,[]
265,265,8.07E+12,"MLP BMW N55 F20 F22 F30 F32 MHD Custom Remote Tuning (Inc. M2, M135i, M235i, 335i & 435i)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:44:36+01:00,2594,2620,1000,TRUE,MLP926,[]
266,266,8.07E+12,"MLP BMW N55 F20 F22 F30 F32 MHD Custom Remote Tuning (Inc. M2, M135i, M235i, 335i & 435i)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:44:36+01:00,2827,2858,1000,TRUE,MLP927,[]
267,267,8.07E+12,"MLP BMW N55 F20 F22 F30 F32 MHD Custom Remote Tuning (Inc. M2, M135i, M235i, 335i & 435i)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:44:36+01:00,2594,2620,1000,TRUE,MLP928,[]
268,268,8.07E+12,"MLP BMW N55 F20 F22 F30 F32 MHD Custom Remote Tuning (Inc. M2, M135i, M235i, 335i & 435i)",ML Performance,Tuning Remap,ECU Remap,2023-05-29T06:44:36+01:00,2827,2858,1000,TRUE,MLP929,[]
269,269,8.06E+12,Integrated Engineering IE Audi B9/B9.5 2.9T ECU Tune (RS5 & RS4),Integrated Engineering,Tuning Remap,ECU Remap,2023-04-28T11:07:51+01:00,3920,4355,100,TRUE,IESOVZ21,[]
270,270,8.06E+12,Integrated Engineering IE Audi B9/B9.5 2.9T ECU Tune (RS5 & RS4),Integrated Engineering,Tuning Remap,ECU Remap,2023-04-28T11:07:51+01:00,4356,4840,100,TRUE,IESOVZ22,[]
271,271,8.03E+12,"Integrated Engineering IE Audi 3.0T ZF8 AL551 TCU Tune (Inc. C7 A6, C7 A7, 8R Q5 & 8R SQ5)",Integrated Engineering,Tuning Remap,ECU Remap,2023-03-16T10:32:25+00:00,3048,3386,100,TRUE,IESOWA1,[]
272,272,7.91E+12,Masata MR13 Ford Transit 2.0 EcoBlue Diesel Tuning Box,Masata,Tuning Remap,Tuning Box,2022-10-31T13:34:59+00:00,1422,,1000,FALSE,MST7010,"['It does as it says on the tin. Fairly straightforward. \r\nThanks once again to the team at MLP, keeping me informed of the order throughout a very busy Christmas period. Where delays can be expected.\r\nLook forward to doing business again.', ""The robust construction of ML Performance's car parts gives me peace of mind knowing they can handle the toughest road conditions."", 'ML done a great job with the delivery as well!', 'The user-friendly website of ML Performance makes it easy to find the right car parts and place orders with confidence.']"
273,273,7.91E+12,Masata MR13 Honda FK FC Civic 1.5 Turbo Tuning Box,Masata,Tuning Remap,Tuning Box,2022-10-31T13:36:00+00:00,2480,,1000,FALSE,MST7007,"['Great service, fast delivery and everything as advertised. Very helpful with import to South Korea. I will definitely use MLP in the future for my car', 'I have always buy my parts from ML Performance and they never failed me this time too.', 'I have purchased a few items from ML performance, I have been happy everytime with the customer service , without asking you have reassurance that help is there if you are unsure and that they care that you know that, The product is as described,i do not regret buying it as I thought I may have done , I would buy it again and will continue buying from ML']"
